text,business_line,sentiment,section,processed,paragraph_id,paragraph,segment
"As you do that, you learn with your customers and with your partners on sort of getting that 
balance right between where to put our investments, where to put the marketing dollars, and 
importantly, where to put people in terms of coverage and being able to help customers make 
those transitions.",Server products and cloud services,neutral,main,True,277,"As you do that, you learn with your customers and with your partners on sort of getting that 
balanc...",Intelligent Cloud
"And I think we are going to make some adjustments to make sure we are in 
balance because when you make those changes in the summer, by the time it works its way 
through the system, you can see the impacts on whether you have that balance right.",Server products and cloud services,neutral,main,True,278,"And I think we are going to make some adjustments to make sure we are in 
balance because when you m...",Intelligent Cloud
"And so, 
the teams are working through that.",Server products and cloud services,neutral,main,True,279,"And so, 
the teams are working through that.",Intelligent Cloud
They're already making adjustments.,Server products and cloud services,neutral,main,True,280,They're already making adjustments.,Intelligent Cloud
"And I expect while we will see some impact through H2 just because when you work through 
the scale motion, it can take some time for that to adjust.",Server products and cloud services,neutral,main,True,281,"And I expect while we will see some impact through H2 just because when you work through 
the scale ...",Intelligent Cloud
"I feel good that the teams understand 
and are working through that.",Server products and cloud services,positive,main,True,282,"I feel good that the teams understand 
and are working through that.",Intelligent Cloud
"So, hopefully, that's just helpful on that.",Server products and cloud services,neutral,main,True,283,"So, hopefully, that's just helpful on that.",Intelligent Cloud
"Then we talked a little bit 
about Q3.",Server products and cloud services,neutral,main,True,284,"Then we talked a little bit 
about Q3.",Intelligent Cloud
"And so, we've talked about 31 to 32 after publishing a 31 this quarter.",Server products and cloud services,neutral,main,True,285,"And so, we've talked about 31 to 32 after publishing a 31 this quarter.",Intelligent Cloud
"Our AI results that we had 
felt good about and talked about our ability to land that revenue is the same.",Server products and cloud services,positive,main,True,286,"Our AI results that we had 
felt good about and talked about our ability to land that revenue is the...",Intelligent Cloud
"So, again, in Q3, 
we are working from a pretty constrained capacity place, and that's no different than it was our 
expectation to be in that position last October when I talked to you all.",Server products and cloud services,neutral,main,True,287,"So, again, in Q3, 
we are working from a pretty constrained capacity place, and that's no different ...",Intelligent Cloud
"And when I talk about 
being capacity-constrained, it takes two things.",Server products and cloud services,neutral,main,True,288,"And when I talk about 
being capacity-constrained, it takes two things.",Intelligent Cloud
"You have to have space, which I generally call long-lived assets, right?",Server products and cloud services,neutral,main,True,289,"You have to have space, which I generally call long-lived assets, right?",Intelligent Cloud
"That's the infrastructure 
and the land and then you have to have kits.",Server products and cloud services,neutral,main,True,290,"That's the infrastructure 
and the land and then you have to have kits.",Intelligent Cloud
"We're continuing, and you've seen that's why our 
spend has pivoted this way, to be in the long-lived investment.",Server products and cloud services,neutral,main,True,291,"We're continuing, and you've seen that's why our 
spend has pivoted this way, to be in the long-live...",Intelligent Cloud
"We have been short power and 
space.",Server products and cloud services,negative,main,True,292,"We have been short power and 
space.",Intelligent Cloud
"And so, as you see those investments land that we've made over the past three years, 
we get closer to that balance by the end of this year.",Server products and cloud services,positive,main,True,293,"And so, as you see those investments land that we've made over the past three years, 
we get closer ...",Intelligent Cloud
"And so, the confidence on the AI side continues to be there in terms of being able to sell, utilize, 
and be, I think, encouraged by the signals.",Server products and cloud services,positive,main,True,294,"And so, the confidence on the AI side continues to be there in terms of being able to sell, utilize,...",Intelligent Cloud
"What we're seeing is waiting to see just how the 
non-AI ACR works through the scale motions in H2.",Server products and cloud services,neutral,main,True,295,"What we're seeing is waiting to see just how the 
non-AI ACR works through the scale motions in H2.",Intelligent Cloud
"But in general, the only thing that's changed 
is really that scale motion from my seat, Keith.",Server products and cloud services,neutral,main,True,296,"But in general, the only thing that's changed 
is really that scale motion from my seat, Keith.",Intelligent Cloud
I hope that's helpful.,Server products and cloud services,neutral,main,True,297,I hope that's helpful.,Intelligent Cloud
Satya?,Server products and cloud services,neutral,main,True,298,Satya?,Intelligent Cloud
"Satya Nadella -- Chair and Chief Executive Officer 
Yeah.",Office Commercial,neutral,main,True,299,"Satya Nadella -- Chair and Chief Executive Officer 
Yeah.",Productivity and Business Processes
"I think, Amy, just one thing I'd add, Keith, to your question is, as Amy said, AI growth rate 
is actually better than what we expected, and we worked through some of the supply stuff and 
more importantly, some of the workloads are scaling well.",Office Commercial,positive,main,True,300,"I think, Amy, just one thing I'd add, Keith, to your question is, as Amy said, AI growth rate 
is ac...",Productivity and Business Processes
"And when you look underneath any of 
these AI workloads, the other thing that is good is the ratio of even what we would call just 
regular storage, data services, app services.",Gaming,positive,main,True,301,"And when you look underneath any of 
these AI workloads, the other thing that is good is the ratio o...",More Personal Computing
"So, underneath a ChatGPT or a Copilot or even 
the emerging AI workloads in the enterprise, so that's all good.",Gaming,positive,main,True,302,"So, underneath a ChatGPT or a Copilot or even 
the emerging AI workloads in the enterprise, so that'...",More Personal Computing
"The enterprise workloads, whether it's SAP or whether it's VMware migrations, what have you, 
that's also in good shape.",Gaming,positive,main,True,303,"The enterprise workloads, whether it's SAP or whether it's VMware migrations, what have you, 
that's...",More Personal Computing
"And it's just the scale place where Amy talked about this nuance, 
right, how do you really tweak the incentives, go-to-market?",Server products and cloud services,neutral,main,True,304,"And it's just the scale place where Amy talked about this nuance, 
right, how do you really tweak th...",Intelligent Cloud
"At a time of platform shifts, you kind 
of want to make sure you lean into even the new design wins, and you just don't keep doing the 
stuff that you did in the previous generation.",Server products and cloud services,neutral,main,True,305,"At a time of platform shifts, you kind 
of want to make sure you lean into even the new design wins,...",Intelligent Cloud
"And that's the art form Amy was referencing to, to 
make sure you get the right balance.",Server products and cloud services,neutral,main,True,306,"And that's the art form Amy was referencing to, to 
make sure you get the right balance.",Intelligent Cloud
But let me put it this way.,Server products and cloud services,neutral,main,True,307,But let me put it this way.,Intelligent Cloud
You would rather win the new than just protect the past.,Server products and cloud services,positive,main,True,308,You would rather win the new than just protect the past.,Intelligent Cloud
"And that's sort of another thing that we 
definitely will lean into always.",Server products and cloud services,positive,main,True,309,"And that's sort of another thing that we 
definitely will lean into always.",Intelligent Cloud
"Brett Iversen -- Vice President, Investor Relations 
Thanks, Keith.",Server products and cloud services,neutral,main,True,310,"Brett Iversen -- Vice President, Investor Relations 
Thanks, Keith.",Intelligent Cloud
"Operator, next question, please.",Server products and cloud services,neutral,main,True,311,"Operator, next question, please.",Intelligent Cloud
"Operator 
The next question comes from the line of Mark Moerdler with Bernstein Research.",Server products and cloud services,neutral,main,True,312,"Operator 
The next question comes from the line of Mark Moerdler with Bernstein Research.",Intelligent Cloud
"Please 
proceed.",Server products and cloud services,neutral,main,True,313,"Please 
proceed.",Intelligent Cloud
"Mark Moerdler -- Analyst 
Thank you very much for taking my question.",Server products and cloud services,neutral,main,True,314,"Mark Moerdler -- Analyst 
Thank you very much for taking my question.",Intelligent Cloud
"Can you give more color on what drove the far 
larger-than-expected Microsoft AI revenue?",Server products and cloud services,neutral,main,True,315,"Can you give more color on what drove the far 
larger-than-expected Microsoft AI revenue?",Intelligent Cloud
We talked a bit about the Azure AI component of it.,Server products and cloud services,neutral,main,True,316,We talked a bit about the Azure AI component of it.,Intelligent Cloud
But can you give more color on that?,Server products and cloud services,neutral,main,True,317,But can you give more color on that?,Intelligent Cloud
"And our estimates are that the Copilot was much bigger 
than we had expected and growing much faster.",Server products and cloud services,positive,main,True,318,"And our estimates are that the Copilot was much bigger 
than we had expected and growing much faster...",Intelligent Cloud
"Any more details on the breakdown of what 
that Microsoft AI beat would be great.",Server products and cloud services,neutral,main,True,319,"Any more details on the breakdown of what 
that Microsoft AI beat would be great.",Intelligent Cloud
Thanks.,Server products and cloud services,neutral,main,True,320,Thanks.,Intelligent Cloud
Amy E.,Server products and cloud services,neutral,main,True,321,Amy E.,Intelligent Cloud
"Hood -- Executive Vice President, Chief Financial Officer 
Thanks, Mark, for the question.",Office Commercial,neutral,main,True,322,"Hood -- Executive Vice President, Chief Financial Officer 
Thanks, Mark, for the question.",Productivity and Business Processes
"Yes, that was, as we talked about, better than expected.",Office Commercial,positive,main,True,323,"Yes, that was, as we talked about, better than expected.",Productivity and Business Processes
"A 
couple of pieces to that, which you correctly identified, number one is the Azure component we 
just talked about.",Server products and cloud services,neutral,main,True,324,"A 
couple of pieces to that, which you correctly identified, number one is the Azure component we 
j...",Intelligent Cloud
"And the second piece, you're right, Microsoft Copilot was better.",Server products and cloud services,positive,main,True,325,"And the second piece, you're right, Microsoft Copilot was better.",Intelligent Cloud
"And what was important about that, we saw strength both in seats, both new seats and 
expansion seats, as Satya talked about.",Server products and cloud services,positive,main,True,326,"And what was important about that, we saw strength both in seats, both new seats and 
expansion seat...",Intelligent Cloud
"And usage doesn't directly impact revenue, but of 
course, indirectly does as people get more and more value added.",Server products and cloud services,neutral,main,True,327,"And usage doesn't directly impact revenue, but of 
course, indirectly does as people get more and mo...",Intelligent Cloud
"And also, price per seat was 
actually quite good.",Server products and cloud services,positive,main,True,328,"And also, price per seat was 
actually quite good.",Intelligent Cloud
We still have a good signal for value.,Server products and cloud services,positive,main,True,329,We still have a good signal for value.,Intelligent Cloud
"So, those are the biggest pieces, Mark, of that sort of outperformance in terms of our 
expectations.",Server products and cloud services,positive,main,True,330,"So, those are the biggest pieces, Mark, of that sort of outperformance in terms of our 
expectations...",Intelligent Cloud
"Brett Iversen -- Vice President, Investor Relations 
Thank you, Mark.",Server products and cloud services,neutral,main,True,331,"Brett Iversen -- Vice President, Investor Relations 
Thank you, Mark.",Intelligent Cloud
"Operator, next question, please.",Server products and cloud services,neutral,main,True,332,"Operator, next question, please.",Intelligent Cloud
"Operator 
The next question comes from the line of Brent Thill with Jefferies.",Server products and cloud services,neutral,main,True,333,"Operator 
The next question comes from the line of Brent Thill with Jefferies.",Intelligent Cloud
Please proceed.,Server products and cloud services,neutral,main,True,334,Please proceed.,Intelligent Cloud
"Brent Thill -- Analyst 
Thanks.",Server products and cloud services,neutral,main,True,335,"Brent Thill -- Analyst 
Thanks.",Intelligent Cloud
"Satya, you mentioned DeepSeek a couple of times in your prepared remarks.",Server products and cloud services,neutral,main,True,336,"Satya, you mentioned DeepSeek a couple of times in your prepared remarks.",Intelligent Cloud
"I think 
everyone would love your thoughts on what you're seeing there.",Server products and cloud services,neutral,main,True,337,"I think 
everyone would love your thoughts on what you're seeing there.",Intelligent Cloud
"And are we seeing AI scale 
now at a lower cost?",Server products and cloud services,neutral,main,True,338,"And are we seeing AI scale 
now at a lower cost?",Intelligent Cloud
Are we reaching a mark where you can see that?,Server products and cloud services,neutral,main,True,339,Are we reaching a mark where you can see that?,Intelligent Cloud
"Or do we still have some 
time to go?",Server products and cloud services,neutral,main,True,340,"Or do we still have some 
time to go?",Intelligent Cloud
Thanks for your thoughts on this.,Server products and cloud services,neutral,main,True,341,Thanks for your thoughts on this.,Intelligent Cloud
"Satya Nadella -- Chair and Chief Executive Officer 
Yeah.",Office Commercial,neutral,main,True,342,"Satya Nadella -- Chair and Chief Executive Officer 
Yeah.",Productivity and Business Processes
"Thanks, Brent.",Office Commercial,neutral,main,True,343,"Thanks, Brent.",Productivity and Business Processes
"So, yeah, in my remarks, I talked about, in some sense, what's happening 
with AI.",Office Commercial,neutral,main,True,344,"So, yeah, in my remarks, I talked about, in some sense, what's happening 
with AI.",Productivity and Business Processes
It's no different than what was happening with the regular compute cycle.,Office Commercial,neutral,main,True,345,It's no different than what was happening with the regular compute cycle.,Productivity and Business Processes
It's always about bending the curve and then putting more points up the curve.,Office Commercial,neutral,main,True,346,It's always about bending the curve and then putting more points up the curve.,Productivity and Business Processes
"So, there's 
Moore's Law that's working and hyperdrive.",Office Commercial,neutral,main,True,347,"So, there's 
Moore's Law that's working and hyperdrive.",Productivity and Business Processes
"Then on top of that, there is the AI scaling laws, 
both the pretraining and the inference time compute that compound, and that's all software.",Office Commercial,positive,main,True,348,"Then on top of that, there is the AI scaling laws, 
both the pretraining and the inference time comp...",Productivity and Business Processes
"You 
should think of what I said in my remarks, which we have observed for a while, which is 10x on 
improvements per cycle just because of all the software optimizations on inference.",Office Commercial,positive,main,True,349,"You 
should think of what I said in my remarks, which we have observed for a while, which is 10x on ...",Productivity and Business Processes
"And so, that's what you see.",Office Commercial,neutral,main,True,350,"And so, that's what you see.",Productivity and Business Processes
"And add to that, I think DeepSeek has had some real innovations.",Office Commercial,positive,main,True,351,"And add to that, I think DeepSeek has had some real innovations.",Productivity and Business Processes
And that is some of the things that even OpenAI found in '01.,Office Commercial,neutral,main,True,352,And that is some of the things that even OpenAI found in '01.,Productivity and Business Processes
"And so, we are going to -- 
obviously, now that all gets commoditized and it's going to get broadly used.",Office Commercial,neutral,main,True,353,"And so, we are going to -- 
obviously, now that all gets commoditized and it's going to get broadly ...",Productivity and Business Processes
"And the big beneficiaries of any software cycle like that is the customers, right?",Office Commercial,positive,main,True,354,"And the big beneficiaries of any software cycle like that is the customers, right?",Productivity and Business Processes
"Because at the 
end of the day, if you think about it, right, what was the big lesson learned from client server to 
cloud?",Office Commercial,neutral,main,True,355,"Because at the 
end of the day, if you think about it, right, what was the big lesson learned from c...",Productivity and Business Processes
"More people bought servers, except it was called cloud.",Office Commercial,neutral,main,True,356,"More people bought servers, except it was called cloud.",Productivity and Business Processes
"And so, when token prices fall, 
inference computing prices fall, that means people can consume more, and there will be more 
apps written.",Office Commercial,positive,main,True,357,"And so, when token prices fall, 
inference computing prices fall, that means people can consume more...",Productivity and Business Processes
"And it's interesting to see that when I referenced these models that are pretty 
powerful, it's unimaginable to think that here we are in sort of beginning of '25, where on the PC, 
you can run a model that required pretty massive cloud infrastructure.",Office Commercial,positive,main,True,358,"And it's interesting to see that when I referenced these models that are pretty 
powerful, it's unim...",Productivity and Business Processes
"So, that type of 
optimization means AI will be much more ubiquitous.",Office Commercial,positive,main,True,359,"So, that type of 
optimization means AI will be much more ubiquitous.",Productivity and Business Processes
"And so, therefore, for a hyperscaler like us, a PC platform provider like us, this is all good news 
as far as I'm concerned.",Office Commercial,positive,main,True,360,"And so, therefore, for a hyperscaler like us, a PC platform provider like us, this is all good news ...",Productivity and Business Processes
"Brett Iversen -- Vice President, Investor Relations 
Thanks, Brent.",Office Commercial,neutral,main,True,361,"Brett Iversen -- Vice President, Investor Relations 
Thanks, Brent.",Productivity and Business Processes
"Operator, next question, please.",Office Commercial,neutral,main,True,362,"Operator, next question, please.",Productivity and Business Processes
"Operator 
The next question comes from the line of Karl Keirstead with UBS.",Office Commercial,neutral,main,True,363,"Operator 
The next question comes from the line of Karl Keirstead with UBS.",Productivity and Business Processes
Please proceed.,Office Commercial,neutral,main,True,364,Please proceed.,Productivity and Business Processes
"Karl Keirstead -- Analyst 
Thank you.",Office Commercial,neutral,main,True,365,"Karl Keirstead -- Analyst 
Thank you.",Productivity and Business Processes
"Maybe this one is well for Satya, and it's also away from the numbers.",Office Commercial,neutral,main,True,366,"Maybe this one is well for Satya, and it's also away from the numbers.",Productivity and Business Processes
"But Satya, I 
wanted to ask you about the Stargate news and the announced changes in the OpenAI 
relationship last week.",Office Commercial,neutral,main,True,367,"But Satya, I 
wanted to ask you about the Stargate news and the announced changes in the OpenAI 
rel...",Productivity and Business Processes
"It seems that most of your investors have interpreted this as Microsoft, 
for sure, remaining very committed to OpenAI's success, but electing to take more of a backseat 
in terms of funding OpenAI's future training capex needs.",Office Commercial,neutral,main,True,368,"It seems that most of your investors have interpreted this as Microsoft, 
for sure, remaining very c...",Productivity and Business Processes
"I was hoping you might frame your strategic decision here around Stargate, and Amy, whether 
there's any takeaway for investors from that decision in terms of how you're thinking about 
capex needs over the next several years?",Office Commercial,neutral,main,True,369,"I was hoping you might frame your strategic decision here around Stargate, and Amy, whether 
there's...",Productivity and Business Processes
Thank you.,Office Commercial,neutral,main,True,370,Thank you.,Productivity and Business Processes
"Satya Nadella -- Chair and Chief Executive Officer 
Yeah.",Office Commercial,neutral,main,True,371,"Satya Nadella -- Chair and Chief Executive Officer 
Yeah.",Productivity and Business Processes
Thanks for the question.,Office Commercial,neutral,main,True,372,Thanks for the question.,Productivity and Business Processes
"So, we remain very happy with the partnership with OpenAI.",Office Commercial,positive,main,True,373,"So, we remain very happy with the partnership with OpenAI.",Productivity and Business Processes
"And 
as you saw, they have committed in a big way to Azure, and even in the bookings, what we 
recognized is just the first tranche of it.",Server products and cloud services,positive,main,True,374,"And 
as you saw, they have committed in a big way to Azure, and even in the bookings, what we 
recog...",Intelligent Cloud
"And so, you'll see given the ROFR we have more benefits of that even into the future.",Server products and cloud services,positive,main,True,375,"And so, you'll see given the ROFR we have more benefits of that even into the future.",Intelligent Cloud
"And 
obviously, their success is our success because even all the other commercial arrangements 
that we detailed out in the blog that we put out even commensurate with that announcement.",Server products and cloud services,positive,main,True,376,"And 
obviously, their success is our success because even all the other commercial arrangements 
tha...",Intelligent Cloud
"But to your overall point, the thing that I would say is we are building a pretty fungible fleet, 
right?",Server products and cloud services,neutral,main,True,377,"But to your overall point, the thing that I would say is we are building a pretty fungible fleet, 
r...",Intelligent Cloud
We are making sure that there's the right balance between training and inference.,Server products and cloud services,neutral,main,True,378,We are making sure that there's the right balance between training and inference.,Intelligent Cloud
"It's 
geo-distributed.",Server products and cloud services,neutral,main,True,379,"It's 
geo-distributed.",Intelligent Cloud
"We are working super hard on all the software optimizations, right?",Server products and cloud services,neutral,main,True,380,"We are working super hard on all the software optimizations, right?",Intelligent Cloud
"I mean, just not the software 
optimizations that come because of what DeepSeek has done, but all the work we have done 
to, for example, reduce the prices of GPT models over the years in partnership with OpenAI.",Server products and cloud services,positive,main,True,381,"I mean, just not the software 
optimizations that come because of what DeepSeek has done, but all th...",Intelligent Cloud
"In 
fact, we did a lot of the work on the inference optimizations on it, and that's been key to driving, 
right?",Server products and cloud services,positive,main,True,382,"In 
fact, we did a lot of the work on the inference optimizations on it, and that's been key to driv...",Intelligent Cloud
"One of the key things to note in AI is you just don't launch the frontier model -- but if it's 
too expensive to serve, it's no good, right?",Server products and cloud services,neutral,main,True,383,"One of the key things to note in AI is you just don't launch the frontier model -- but if it's 
too ...",Intelligent Cloud
It does -- it won't generate any demand.,Server products and cloud services,negative,main,True,384,It does -- it won't generate any demand.,Intelligent Cloud
"So, you've 
got to have that optimization so that inferencing costs are coming down and they can be 
consumed broadly.",Server products and cloud services,positive,main,True,385,"So, you've 
got to have that optimization so that inferencing costs are coming down and they can be ...",Intelligent Cloud
"And so, that's the fleet physics we are managing.",Server products and cloud services,neutral,main,True,386,"And so, that's the fleet physics we are managing.",Intelligent Cloud
"And also, remember, you don't want to buy too much of anything at one time because the 
Moore's Law every year is going to give you 2x, your optimization is going to give you 10x.",Server products and cloud services,neutral,main,True,387,"And also, remember, you don't want to buy too much of anything at one time because the 
Moore's Law ...",Intelligent Cloud
"You 
want to continuously upgrade the fleet, modernize the fleet, age the fleet, and at the end of the 
day, have the right ratio of monetization and demand-driven monetization to what you think of as 
the training expense.",Server products and cloud services,neutral,main,True,388,"You 
want to continuously upgrade the fleet, modernize the fleet, age the fleet, and at the end of t...",Intelligent Cloud
"So, I feel very good about the investment we are making, and it's fungible, 
and it just allows us to scale more long-term business.",Server products and cloud services,positive,main,True,389,"So, I feel very good about the investment we are making, and it's fungible, 
and it just allows us t...",Intelligent Cloud
Amy E.,Server products and cloud services,neutral,main,True,390,Amy E.,Intelligent Cloud
"Hood -- Executive Vice President, Chief Financial Officer 
And maybe, Karl, just to reiterate a little of the comments that I made on capex because I think 
it's helpful to ground a bit more in what Satya is saying, a fungible fleet means.",Office Commercial,neutral,main,True,391,"Hood -- Executive Vice President, Chief Financial Officer 
And maybe, Karl, just to reiterate a litt...",Productivity and Business Processes
"We have, and I 
think we talked about it, close to $300 billion of RPO.",Office Commercial,positive,main,True,392,"We have, and I 
think we talked about it, close to $300 billion of RPO.",Productivity and Business Processes
"That is committed customer contracts that 
need to be delivered on.",Office Commercial,neutral,main,True,393,"That is committed customer contracts that 
need to be delivered on.",Productivity and Business Processes
"And the faster we can do that and the more efficiently we can do that, 
the better off we are, not just the OpenAI partnership, which is a piece of that, but with the entire 
platform that we need to deliver for our customers.",Office Commercial,positive,main,True,394,"And the faster we can do that and the more efficiently we can do that, 
the better off we are, not j...",Productivity and Business Processes
"And I think the other thing that's sometimes missing is when we say fungible, we mean not just 
the primary use, which we've always talked about, which is inference.",Office Commercial,neutral,main,True,395,"And I think the other thing that's sometimes missing is when we say fungible, we mean not just 
the ...",Productivity and Business Processes
"But there is some training 
post training, which is a key component.",Office Commercial,neutral,main,True,396,"But there is some training 
post training, which is a key component.",Productivity and Business Processes
"And then they're just running the commercial cloud, 
which at every layer under every modern AI app that's going to be built will be required.",Office Commercial,neutral,main,True,397,"And then they're just running the commercial cloud, 
which at every layer under every modern AI app ...",Productivity and Business Processes
"It will be 
required to be distributed, and it will be required to be global.",Office Commercial,neutral,main,True,398,"It will be 
required to be distributed, and it will be required to be global.",Productivity and Business Processes
And all of those things are really important because it then means you're the most efficient.,Office Commercial,positive,main,True,399,And all of those things are really important because it then means you're the most efficient.,Productivity and Business Processes
"And 
so, the investment you see us make in capex, you're right, the front end has been this sort of 
infrastructure build that lets us really catch up not just on the AI infrastructure we needed, but 
think about that as the building itself, data centers, but also some of the catch-up we need to do 
on the commercial cloud side.",Office Commercial,neutral,main,True,400,"And 
so, the investment you see us make in capex, you're right, the front end has been this sort of ...",Productivity and Business Processes
And then you'll see the pivot to more CPU and GPU.,Office Commercial,neutral,main,True,401,And then you'll see the pivot to more CPU and GPU.,Productivity and Business Processes
"And that 
pivot will more directly correlate to revenue, and it will be contracted either with the partnership 
that you asked about with OpenAI or with others.",Office Commercial,positive,main,True,402,"And that 
pivot will more directly correlate to revenue, and it will be contracted either with the p...",Productivity and Business Processes
"And so, I do think the way I want everyone to internalize it is that the capex growth is going 
through that cycle pivot, which is far more correlated to customer contract delivery, no matter 
who the end customer is.",Office Commercial,positive,main,True,403,"And so, I do think the way I want everyone to internalize it is that the capex growth is going 
thro...",Productivity and Business Processes
"Brett Iversen -- Vice President, Investor Relations 
Thanks, Karl.",Office Commercial,neutral,main,True,404,"Brett Iversen -- Vice President, Investor Relations 
Thanks, Karl.",Productivity and Business Processes
"Operator, next question, please.",Office Commercial,neutral,main,True,405,"Operator, next question, please.",Productivity and Business Processes
"Operator 
And our next question comes from the line of Brad Zelnick with Deutsche Bank.",Office Commercial,neutral,main,True,406,"Operator 
And our next question comes from the line of Brad Zelnick with Deutsche Bank.",Productivity and Business Processes
"Please 
proceed.",Office Commercial,neutral,main,True,407,"Please 
proceed.",Productivity and Business Processes
"Brad Zelnick -- Analyst 
Thank you very much for taking my question.",Office Commercial,neutral,main,True,408,"Brad Zelnick -- Analyst 
Thank you very much for taking my question.",Productivity and Business Processes
"And I'll echo my congrats and gratitude to Brett as 
well.",Office Commercial,neutral,main,True,409,"And I'll echo my congrats and gratitude to Brett as 
well.",Productivity and Business Processes
"Satya, as we think about Microsoft's very rich Copilot portfolio, now having been in market 
for over a year with the products and precision only getting better and the cost of inference 
coming down, how do you think about the journey from here and perhaps the ability to package 
and evolve the go-to-market to address the broadest range of customers and customer 
requirements out there?",Office Commercial,positive,main,True,410,"Satya, as we think about Microsoft's very rich Copilot portfolio, now having been in market 
for ove...",Productivity and Business Processes
Thanks.,Office Commercial,neutral,main,True,411,Thanks.,Productivity and Business Processes
"Satya Nadella -- Chair and Chief Executive Officer 
Well, thanks, Brad, for the question.",Office Commercial,neutral,main,True,412,"Satya Nadella -- Chair and Chief Executive Officer 
Well, thanks, Brad, for the question.",Productivity and Business Processes
"In fact, you saw us make two announcements recently.",Office Commercial,neutral,main,True,413,"In fact, you saw us make two announcements recently.",Productivity and Business Processes
"One 
is on the M365 Copilot side, we now have the Copilot chat.",Office Commercial,positive,main,True,414,"One 
is on the M365 Copilot side, we now have the Copilot chat.",Productivity and Business Processes
"So, this is now going to be broadly 
deployed across the entire installed base effectively because you can go have this now turned 
on by IT and everybody can start using web-grounded chat with all the enterprise controls right 
away, and it has Copilot Studio built in.",Office Commercial,positive,main,True,415,"So, this is now going to be broadly 
deployed across the entire installed base effectively because y...",Productivity and Business Processes
"And so, that means they can start building agents.",Office Commercial,neutral,main,True,416,"And so, that means they can start building agents.",Productivity and Business Processes
"So, we think of that plus the full Copilot as a 
good combination that I think will accelerate, quite frankly, in terms of just seat usage and agent 
building and what have you.",Office Commercial,positive,main,True,417,"So, we think of that plus the full Copilot as a 
good combination that I think will accelerate, quit...",Productivity and Business Processes
"So, that's sort of one.",Office Commercial,neutral,main,True,418,"So, that's sort of one.",Productivity and Business Processes
"And the other thing is you also see, even on 
the consumer side, we just, yesterday, launched one -- or the ThinkHarder feature on Copilot 
now that's powered by o1.",Office Commercial,positive,main,True,419,"And the other thing is you also see, even on 
the consumer side, we just, yesterday, launched one --...",Productivity and Business Processes
"It's available globally, right?",Office Commercial,neutral,main,True,420,"It's available globally, right?",Productivity and Business Processes
"So, you can see the benefits of inference optimization and the cost 
coming down means you can drive more ubiquity of what were features that ones were sort of 
premium tier, and that's all definitely something that we will do across, right?",Office Commercial,positive,main,True,421,"So, you can see the benefits of inference optimization and the cost 
coming down means you can drive...",Productivity and Business Processes
"The same thing is 
happening in GitHub Copilot, same thing in security Copilot.",Server products and cloud services,neutral,main,True,422,"The same thing is 
happening in GitHub Copilot, same thing in security Copilot.",Intelligent Cloud
"So, across the length and breadth 
of our portfolio, you'll see that.",Server products and cloud services,neutral,main,True,423,"So, across the length and breadth 
of our portfolio, you'll see that.",Intelligent Cloud
"Brad Zelnick -- Analyst 
Thank you.",Server products and cloud services,neutral,main,True,424,"Brad Zelnick -- Analyst 
Thank you.",Intelligent Cloud
"Brett Iversen -- Vice President, Investor Relations 
Thanks, Brad.",Server products and cloud services,neutral,main,True,425,"Brett Iversen -- Vice President, Investor Relations 
Thanks, Brad.",Intelligent Cloud
"Operator, next question, please.",Server products and cloud services,neutral,main,True,426,"Operator, next question, please.",Intelligent Cloud
"Operator 
The next question comes from the line of Brad Reback with Stifel.",Server products and cloud services,neutral,main,True,427,"Operator 
The next question comes from the line of Brad Reback with Stifel.",Intelligent Cloud
Please proceed.,Server products and cloud services,neutral,main,True,428,Please proceed.,Intelligent Cloud
"Brad Reback -- Analyst 
That's great.",Server products and cloud services,positive,main,True,429,"Brad Reback -- Analyst 
That's great.",Intelligent Cloud
Thank you very much.,Server products and cloud services,neutral,main,True,430,Thank you very much.,Intelligent Cloud
"Satya, if you look out several years, any sense of what 
percent of inference done on Azure will be done on proprietary models versus open models?",Server products and cloud services,neutral,main,True,431,"Satya, if you look out several years, any sense of what 
percent of inference done on Azure will be ...",Intelligent Cloud
"And with that said, does it matter to Microsoft at the end of the day?",Server products and cloud services,neutral,main,True,432,"And with that said, does it matter to Microsoft at the end of the day?",Intelligent Cloud
Thanks.,Server products and cloud services,neutral,main,True,433,Thanks.,Intelligent Cloud
"Satya Nadella -- Chair and Chief Executive Officer 
Yeah.",Office Commercial,neutral,main,True,434,"Satya Nadella -- Chair and Chief Executive Officer 
Yeah.",Productivity and Business Processes
"It's a good question because at some level, what you're seeing is effectively lots of 
models that get used in any application, right?",Office Commercial,neutral,main,True,435,"It's a good question because at some level, what you're seeing is effectively lots of 
models that g...",Productivity and Business Processes
"When you look underneath even a Copilot or a 
GitHub Copilot or what have you, you already see lots of many different models.",Server products and cloud services,neutral,main,True,436,"When you look underneath even a Copilot or a 
GitHub Copilot or what have you, you already see lots ...",Intelligent Cloud
"You build 
models, you fine-tune models, you distill models.",Server products and cloud services,neutral,main,True,437,"You build 
models, you fine-tune models, you distill models.",Intelligent Cloud
"Some of them are models that you distill into 
an open-source model.",Server products and cloud services,neutral,main,True,438,"Some of them are models that you distill into 
an open-source model.",Intelligent Cloud
"So, there's going to be a combination.",Server products and cloud services,neutral,main,True,439,"So, there's going to be a combination.",Intelligent Cloud
